Epoch,Time(s),D_Loss,G_Loss,FID_Score
110,14.06,0.319004,0.669547,162.7055
111,0.95,0.318506,0.667028,0.0000
112,14.80,0.314927,0.664465,188.0738
113,0.95,0.314873,0.670866,0.0000
114,12.03,0.315366,0.663140,197.0921
115,0.94,0.311424,0.672407,0.0000
116,14.78,0.308571,0.670366,152.4624
117,0.95,0.306536,0.666271,0.0000
118,15.17,0.313038,0.669611,151.2078
119,1.01,0.310380,0.670594,0.0000
120,15.59,0.312636,0.668274,145.1875
121,0.97,0.308047,0.665525,0.0000
122,15.25,0.304502,0.665512,156.8350
123,0.98,0.308297,0.671880,0.0000
124,14.55,0.308396,0.666112,157.9798
125,0.88,0.301087,0.667744,0.0000
126,13.15,0.302303,0.666981,133.3459
127,0.87,0.302571,0.665368,0.0000
128,13.83,0.303245,0.667216,157.8707
129,0.88,0.309080,0.669213,0.0000
130,13.66,0.302959,0.670645,160.1464
131,0.91,0.301055,0.667480,0.0000
132,11.28,0.300216,0.667764,138.1669
133,1.03,0.301454,0.666016,0.0000
134,14.27,0.300604,0.671652,154.1957
135,0.91,0.297838,0.665889,0.0000
136,15.81,0.298130,0.671982,138.1341
137,1.05,0.303703,0.668358,0.0000
138,15.31,0.299851,0.672150,151.7499
139,0.90,0.301413,0.667649,0.0000
140,14.02,0.291866,0.669754,151.3447
141,0.91,0.296742,0.668489,0.0000
142,14.39,0.295960,0.672417,127.6377
143,0.92,0.296623,0.667422,0.0000
144,13.54,0.297901,0.673009,143.2086
145,0.98,0.291811,0.671718,0.0000
146,11.64,0.297186,0.675886,146.6932
147,0.96,0.292417,0.669210,0.0000
148,13.77,0.295026,0.671135,136.9957
149,0.98,0.290591,0.669959,0.0000
150,14.10,0.290703,0.671962,117.2794
151,1.00,0.293728,0.671282,0.0000
152,14.34,0.291404,0.674732,149.8146
153,0.94,0.289126,0.670838,0.0000
154,13.97,0.286721,0.665706,159.7757
155,1.08,0.286008,0.673593,0.0000
156,15.67,0.287927,0.671286,144.1143
157,0.96,0.291302,0.681603,0.0000
158,12.44,0.290012,0.672926,136.2206
159,0.95,0.283032,0.673982,0.0000
160,14.97,0.287336,0.665815,117.2117
161,0.98,0.286037,0.673497,0.0000
162,15.18,0.285255,0.674911,128.2814
163,1.08,0.281969,0.673932,0.0000
164,14.37,0.282089,0.670683,130.5646
165,1.04,0.281798,0.671378,0.0000
166,10.46,0.282185,0.672952,115.7619
167,0.91,0.284349,0.672500,0.0000
168,15.90,0.279668,0.674495,138.6132
169,1.03,0.281795,0.675432,0.0000
170,15.50,0.281733,0.671076,138.8899
171,0.87,0.278413,0.674006,0.0000
172,11.21,0.281117,0.670733,114.7207
173,1.03,0.280320,0.670960,0.0000
174,12.56,0.278804,0.671277,118.4346
175,1.09,0.281510,0.673314,0.0000
176,11.36,0.279320,0.674648,129.0693
177,0.89,0.279626,0.677095,0.0000
178,15.00,0.279706,0.676262,134.4134
179,0.95,0.277238,0.678139,0.0000
180,14.96,0.277637,0.671616,114.5718
181,1.02,0.274847,0.677895,0.0000
182,11.75,0.275118,0.678672,120.3658
183,0.91,0.275249,0.672648,0.0000
184,14.61,0.276342,0.676224,130.1348
185,0.89,0.275691,0.679613,0.0000
186,10.37,0.276597,0.672670,114.0813
187,0.93,0.273508,0.674474,0.0000
188,14.25,0.277251,0.670996,122.7912
189,1.02,0.274957,0.679020,0.0000
190,11.18,0.276129,0.673976,128.4075
191,0.91,0.271742,0.676889,0.0000
192,14.19,0.277269,0.670616,114.2367
193,0.88,0.278438,0.681461,0.0000
194,14.17,0.277273,0.677929,125.3242
195,0.92,0.278703,0.674974,0.0000
196,14.02,0.274727,0.675146,111.3848
197,0.91,0.276496,0.677400,0.0000
198,11.44,0.276281,0.678396,103.8936
199,1.15,0.276128,0.682172,0.0000
200,12.21,0.274713,0.678109,107.2809
201,0.95,0.276384,0.671128,0.0000
202,15.19,0.275496,0.681099,99.0147
203,1.00,0.273276,0.671331,0.0000
204,14.98,0.271061,0.677692,90.4849
205,0.88,0.275157,0.669850,0.0000
206,13.98,0.272715,0.680423,106.7702
207,0.89,0.277963,0.672823,0.0000
208,11.16,0.272970,0.681771,102.6146
209,0.91,0.273689,0.672918,0.0000
210,14.03,0.271083,0.675945,112.1946
211,0.97,0.273095,0.673367,0.0000
212,10.99,0.268685,0.677662,103.2224
213,0.90,0.268398,0.672598,0.0000
214,13.66,0.270828,0.671816,108.7755
215,0.91,0.271301,0.680873,0.0000
216,13.35,0.269378,0.679156,119.3399
217,1.05,0.270222,0.672598,0.0000
218,11.11,0.268689,0.679771,96.1246
219,0.91,0.272238,0.675410,0.0000
220,12.62,0.266781,0.680804,108.2871
221,0.92,0.268754,0.673535,0.0000
222,13.92,0.270613,0.676236,99.6651
223,0.91,0.270044,0.681073,0.0000
224,11.04,0.267199,0.675593,95.8992
225,0.93,0.264651,0.678318,0.0000
226,15.08,0.269107,0.674555,104.7640
227,0.94,0.271133,0.680467,0.0000
228,14.63,0.266270,0.675025,116.1712
229,0.92,0.264156,0.684211,0.0000
230,14.91,0.267113,0.673208,109.8958
231,0.89,0.265766,0.681596,0.0000
232,13.63,0.262274,0.676696,96.8000
233,0.94,0.266865,0.677441,0.0000
234,14.79,0.266473,0.678986,95.3892
235,0.89,0.265151,0.676392,0.0000
236,13.99,0.262340,0.678966,92.7378
237,1.00,0.266213,0.675347,0.0000
238,14.42,0.262858,0.679339,105.0541
239,1.06,0.264937,0.673908,0.0000
240,14.48,0.263342,0.680891,107.3677
